,step,time stamp,loss,loss_pred,loss_cov,loss_risk,loss_aux,selective_loss,empirical_coverage,hard_coverage,empirical_risk,selective_acc,raw_acc,selective_risk,R_hat,mu,alpha_risk
0,1,2026/01/31 09:44:30,2.2494127887506457,2.0326232483592657,0.0005399088610332,0.0,2.4489252506353605,2.0499003329596963,0.9452437882225352,0.9532747603833864,1.913617983793679,0.2231490729263605,0.2220946485623003,0.8334401278450085,0.0,0.0,0.1000000000000005
1,2,2026/01/31 09:44:54,1.7829739700871916,1.6969642551562276,0.000104876526651,0.0,1.8656276319735348,1.700320303249664,0.8761959018798682,0.8825628993610224,1.4933444722391926,0.3590412895424297,0.3451477635782747,0.7526322306154635,0.0,0.0,0.1000000000000005
2,3,2026/01/31 09:45:17,1.4899006118408789,1.4251048999091689,0.000196557469053,0.0,1.548406484028021,1.431394741177178,0.7958799857681933,0.7976737220447284,1.1342493880290192,0.4770302545910064,0.4337060702875399,0.6553031529862279,0.0,0.0,0.1000000000000005
3,4,2026/01/31 09:45:41,1.31464429366322,1.237021249894517,0.00030132101884,0.0,1.3826250611021875,1.2466635203209169,0.795391531226734,0.7977985223642172,0.9838898284747578,0.5558842846189445,0.5020217651757188,0.574380776562249,0.0,0.0,0.1000000000000005
4,5,2026/01/31 09:46:05,1.1159648169724703,1.025184932798623,0.0003039867183695,0.0,1.1970171254282942,1.0349125071836356,0.7905632028945337,0.7932557907348243,0.8104329312952182,0.6425620809721109,0.575279552715655,0.4810281627284833,0.0,0.0,0.1000000000000005
5,6,2026/01/31 09:46:29,0.9508596552065768,0.8523533317608575,0.0003784134162384,0.0,1.0372567500550145,0.8644625611198596,0.7911693893682462,0.7925818690095847,0.6746378760939589,0.7107417712958095,0.6382288338658147,0.3993232102630237,0.0,0.0,0.1000000000000005
6,7,2026/01/31 09:46:52,0.8607263153734298,0.7535896145116788,0.0003741076591721,0.0,0.9558915741527424,0.7655610578319135,0.7875001019182296,0.7883136980830671,0.5936048242230766,0.7532157206687683,0.6725489217252396,0.3514501850921125,0.0,0.0,0.1000000000000005
7,8,2026/01/31 09:47:16,0.7811358675789147,0.6698042119082551,0.0003888753905561,0.0,0.880023507835766,0.6822482239895354,0.7873093026895492,0.7881888977635783,0.5274705259373393,0.7848540434060386,0.7018520367412141,0.3121232599400864,0.0,0.0,0.1000000000000005
8,9,2026/01/31 09:47:40,0.7467532978652004,0.6346814680975467,0.0004029484692221,0.0,0.8459307774187277,0.6475758180260277,0.7877992867661742,0.7890874600638977,0.4999685147509407,0.8013019895020385,0.715679912140575,0.2929590409651351,0.0,0.0,0.1000000000000005
9,10,2026/01/31 09:48:04,0.7049153769930331,0.5912048561504474,0.0003852396290016,0.0,0.8062982267845934,0.6035325265349671,0.7878565192222595,0.7888877795527156,0.4657335577490992,0.8173331083200229,0.7322783546325878,0.2728610487696462,0.0,0.0,0.1000000000000005
10,11,2026/01/31 09:48:27,0.6911661151689462,0.5746803308447329,0.000408369059416,0.0,0.794584089193862,0.5877481413344605,0.7879946612702391,0.7884884185303515,0.4529859497905158,0.8241713079400718,0.7393670127795527,0.263912010640382,0.0,0.0,0.1000000000000005
11,12,2026/01/31 09:48:51,0.6597218992420659,0.5425658862049968,0.0003658884768515,0.0,0.7651694849276314,0.5542743170794587,0.7886530120913594,0.7903604233226837,0.427937064212732,0.835157028021523,0.7506489616613419,0.2482611927837609,0.0,0.0,0.1000000000000005
12,13,2026/01/31 09:49:15,0.6403151645827979,0.5208508628435409,0.0003975192918895,0.0,0.74705884869868,0.5335714806573459,0.7874963603461512,0.7893620207667732,0.4103142166385254,0.8439312975246686,0.7577875399361023,0.2380942724192866,0.0,0.0,0.1000000000000005
13,14,2026/01/31 09:49:39,0.6115941005392959,0.493467417768777,0.0004456741909452,0.0,0.7154592068050616,0.507728991988368,0.7872020293729374,0.7884384984025559,0.3884272886255678,0.848849789212687,0.7644518769968051,0.2272353279419219,0.0,0.0,0.1000000000000005
14,15,2026/01/31 09:50:02,0.6049967015894077,0.4851670952650685,0.0003820662015846,0.0,0.7126001952745663,0.4973932126650033,0.787627487136914,0.7890874600638977,0.3821336867424627,0.8557683381790551,0.7703424520766773,0.2205534741615716,0.0,0.0,0.1000000000000005
15,16,2026/01/31 09:50:26,0.5967889720449051,0.4798755665747121,0.0003720239293011,0.0,0.7017976113211233,0.4917803311500305,0.7887321089784177,0.7902356230031949,0.3785636358843824,0.8542617365194205,0.7702675718849841,0.2201068055705902,0.0,0.0,0.1000000000000005
16,17,2026/01/31 09:50:50,0.5937541603280333,0.4776926217749477,0.0003836013143799,0.0,0.6975404580180257,0.4899678633045464,0.7882763301602568,0.7893869808306709,0.376668510155175,0.8582630509766527,0.7739866214057508,0.2160140522562277,0.0,0.0,0.1000000000000005
17,18,2026/01/31 09:51:13,0.5801529088340247,0.4619112306604751,0.0003723153859047,0.0,0.686480491972579,0.4738253217440443,0.7873698415847632,0.7882388178913738,0.3637178621162621,0.8628999807964117,0.777980231629393,0.2095463920515566,0.0,0.0,0.1000000000000005
18,19,2026/01/31 09:51:37,0.5674447512474304,0.4531531554822343,0.0003557491827043,0.0,0.6703523737363541,0.4645371293774047,0.7887277896411884,0.7907348242811502,0.3573085832329223,0.8657530119624762,0.7832468051118211,0.2054409237144092,0.0,0.0,0.1000000000000005
19,20,2026/01/31 09:52:01,0.5732822962843191,0.456049211870748,0.0003876119184231,0.0,0.6781117988470644,0.4684527944832945,0.7876207194389245,0.7883636182108626,0.3592334714370033,0.8660590147819763,0.7800768769968051,0.2060785534949348,0.0,0.0,0.1000000000000005
20,21,2026/01/31 09:52:25,0.5472103741031866,0.4304191375883242,0.0003634668928486,0.0,0.6523706681621723,0.4420500785207596,0.7886035868915887,0.7895617012779552,0.3396805427230585,0.8740190884556633,0.7870656948881789,0.1943313602012948,0.0,0.0,0.1000000000000005
21,22,2026/01/31 09:52:49,0.5419934787118016,0.4237293776231833,0.0003732951472231,0.0,0.6483121382923552,0.4356748217972703,0.7873796948228782,0.7876148162939297,0.3337036353140212,0.8759514706584212,0.7901607428115016,0.1915193876376548,0.0,0.0,0.1000000000000005
22,23,2026/01/31 09:53:13,0.5455833444008812,0.4295796316843063,0.0003524853056766,0.0,0.6503075288888365,0.4408591617696201,0.787658939536768,0.7882388178913738,0.3383869412131964,0.8730084576164953,0.7874400958466453,0.1941665958482236,0.0,0.0,0.1000000000000005
23,24,2026/01/31 09:53:36,0.5367410173431372,0.4201960347045343,0.0003779665335152,0.0,0.6411910704530466,0.4322909631858618,0.788460055098366,0.7891623402555911,0.3312780337687879,0.8775136407952719,0.7918829872204473,0.1890948940627872,0.0,0.0,0.1000000000000005
